Zipcode,City,Lat,Long,State
87746,SOLANO,35.84,-104.06,NM
87729,MIAMI,36.35,-104.79,NM
87747,SPRINGER,36.36,-104.59,NM
88008,SANTA TERESA,31.87,-106.64,NM
88063,SUNLAND PARK,31.79,-106.57,NM
88349,SUNSPOT,32.8,-105.78,NM
88134,TAIBAN,34.44,-104,NM
87525,TAOS SKI VALLEY,36.6,-105.45,NM
87571,TAOS,36.38,-105.57,NM
87580,VALDEZ,36.53,-105.58,NM
88213,CAPROCK,33.39,-103.71,NM
88267,TATUM,33.25,-103.31,NM
87573,TERERRO,35.74,-105.67,NM
87574,TESUQUE,35.76,-105.92,NM
88135,TEXICO,34.38,-103.05,NM
87323,THOREAU,35.4,-108.22,NM
87365,SMITH LAKE,35.77,-107.98,NM
87575,TIERRA AMARILLA,36.7,-106.54,NM
87059,TIJERAS,35.08,-106.37,NM
88351,TINNIE,33.27,-105.13,NM
87320,MEXICAN SPRINGS,35.78,-108.8,NM
87325,TOHATCHI,35.85,-108.75,NM
87364,SHEEP SPRINGS,36.14,-108.7,NM
87060,TOME,34.74,-106.71,NM
87061,TORREON,34.72,-106.29,NM
88439,TREMENTINA,35.47,-104.52,NM
87577,TRES PIEDRAS,36.64,-105.96,NM
87901,TRUTH OR CONSEQUENCES,33.13,-107.24,NM
88401,TUCUMCARI,35.16,-103.72,NM
88416,CONCHAS DAM,35.34,-103.98,NM
88433,QUAY,34.93,-103.76,NM
88352,TULAROSA,33.07,-106.02,NM
88065,TYRONE,32.65,-108.35,NM
87749,UTE PARK,36.55,-105.11,NM
87543,LLANO,36.14,-105.68,NM
87579,VADITO,36.19,-105.67,NM
87581,VALLECITOS,36.49,-106.12,NM
88353,VAUGHN,34.6,-105.21,NM
87062,VEGUITA,34.51,-106.76,NM
87582,VELARDE,36.15,-105.97,NM
87583,VILLANUEVA,35.26,-105.36,NM
87735,OJO FELIZ,36.05,-105.11,NM
87752,WAGON MOUND,36,-104.71,NM
87421,WATERFLOW,36.81,-108.41,NM
87750,VALMORA,35.81,-104.92,NM
87753,WATROUS,35.79,-104.98,NM
88354,WEED,32.8,-105.51,NM
88268,WHITES CITY,32.17,-104.37,NM
87942,WILLIAMSBURG,33.11,-107.29,NM
87943,WINSTON,33.34,-107.51,NM
88136,YESO,34.43,-104.6,NM
87064,YOUNGSVILLE,36.18,-106.55,NM
87327,ZUNI,35.08,-108.76,NM
79821,ANTHONY,31.99,-106.59,TX
96101,ALTURAS,41.43,-120.53,CA
96103,BLAIRSDEN-GRAEAGLE,39.78,-120.65,CA
96140,CARNELIAN BAY,39.22,-120.08,CA
96104,CEDARVILLE,41.48,-120.14,CA
96105,CHILCOOT,39.87,-120.2,CA
96106,CLIO,39.72,-120.57,CA
96107,COLEVILLE,38.47,-119.48,CA
96108,DAVIS CREEK,41.75,-120.4,CA
96109,DOYLE,39.94,-120.06,CA
96110,EAGLEVILLE,41.3,-120.1,CA
96111,FLORISTON,39.39,-120.02,CA
96112,FORT BIDWELL,41.88,-120.11,CA
96113,HERLONG,40.2,-120.19,CA
96141,HOMEWOOD,39.1,-120.19,CA
96142,TAHOMA,39.02,-120.14,CA
96114,JANESVILLE,40.28,-120.5,CA
96136,WENDEL,40.31,-120.2,CA
96143,KINGS BEACH,39.24,-120.04,CA
96115,LAKE CITY,41.71,-120.23,CA
96116,LIKELY,41.29,-120.44,CA
96117,LITCHFIELD,40.51,-120.31,CA
96118,LOYALTON,39.63,-120.21,CA
96119,MADELINE,41.05,-120.49,CA
96120,MARKLEEVILLE,38.73,-119.84,CA
96121,MILFORD,40.18,-120.36,CA
96122,PORTOLA,39.79,-120.46,CA
96129,BECKWOURTH,39.82,-120.37,CA
96123,RAVENDALE,40.82,-120.28,CA
96132,TERMO,40.94,-120.64,CA
96124,CALPINE,39.66,-120.43,CA
96125,SIERRA CITY,39.6,-120.65,CA
96126,SIERRAVILLE,39.57,-120.34,CA
96150,SOUTH LAKE TAHOE,38.84,-120.01,CA
96151,SOUTH LAKE TAHOE,38.94,-119.97,CA
96152,SOUTH LAKE TAHOE,38.94,-119.97,CA
96154,SOUTH LAKE TAHOE,38.94,-119.97,CA
96155,SOUTH LAKE TAHOE,38.78,-120.07,CA
96156,SOUTH LAKE TAHOE,38.94,-119.97,CA
96157,SOUTH LAKE TAHOE,38.94,-119.97,CA
96158,SOUTH LAKE TAHOE,38.92,-119.96,CA
96128,STANDISH,40.35,-120.38,CA
96127,SUSANVILLE,40.41,-120.65,CA
96130,SUSANVILLE,40.57,-120.61,CA
96145,TAHOE CITY,39.18,-120.14,CA
96146,OLYMPIC VALLEY,39.19,-120.22,CA
96148,TAHOE VISTA,39.24,-120.05,CA
96133,TOPAZ,38.64,-119.48,CA
96160,TRUCKEE,39.32,-120.18,CA
96161,TRUCKEE,39.33,-120.24,CA
96162,TRUCKEE,39.3,-120.31,CA
96134,TULELAKE,41.8,-121.46,CA
96135,VINTON,39.71,-120.21,CA
96137,WESTWOOD,40.26,-121.02,CA
89001,ALAMO,37.27,-115.2,NV
89017,HIKO,37.72,-115.33,NV
89020,AMARGOSA VALLEY,36.53,-116.47,NV
89310,AUSTIN,39.54,-117.19,NV
89311,BAKER,38.9,-114.2,NV
89820,BATTLE MOUNTAIN,40.47,-117.03,NV
89003,BEATTY,37.09,-116.79,NV
89004,BLUE DIAMOND,36.03,-115.41,NV
89005,BOULDER CITY,35.91,-114.8,NV
89006,BOULDER CITY,35.96,-114.83,NV
89007,BUNKERVILLE,36.72,-114.14,NV
89008,CALIENTE,37.32,-114.53,NV
89821,CRESCENT VALLEY,40.52,-116.36,NV
89822,CARLIN,40.73,-116.1,NV
89701,CARSON CITY,39.14,-119.71,NV
89702,CARSON CITY,39.07,-119.79,NV
89703,CARSON CITY,39.16,-119.86,NV
89704,WASHOE VALLEY,39.26,-119.79,NV
89705,CARSON CITY,39.05,-119.83,NV
89706,CARSON CITY,39.21,-119.71,NV
89711,CARSON CITY,39.16,-119.76,NV
89712,CARSON CITY,39.16,-119.76,NV
89713,CARSON CITY,39.16,-119.76,NV
89714,CARSON CITY,39.13,-119.66,NV
89721,CARSON CITY,38.97,-119.72,NV
89402,CRYSTAL BAY,39.28,-119.95,NV
89450,INCLINE VILLAGE,39.25,-119.95,NV
89451,INCLINE VILLAGE,39.24,-119.92,NV
89452,INCLINE VILLAGE,39.24,-119.96,NV
89403,DAYTON,39.26,-119.48,NV
89823,DEETH,41.4,-115.48,NV
89404,DENIO,41.75,-118.66,NV
89010,DYER,37.68,-117.93,NV
89801,ELKO,40.95,-115.79,NV
89802,ELKO,40.85,-115.71,NV
89803,ELKO,40.74,-115.88,NV
89815,SPRING CREEK,40.55,-115.61,NV
89828,LAMOILLE,40.76,-115.41,NV
89301,ELY,39.42,-115,NV
89314,DUCKWATER,38.86,-115.73,NV
89315,ELY,39.26,-114.86,NV
89405,EMPIRE,40.5,-119.5,NV
89316,EUREKA,39.82,-116.19,NV
89406,FALLON,39.5,-118.29,NV
89407,FALLON,39.46,-118.78,NV
89496,FALLON,39.48,-118.78,NV
89408,FERNLEY,39.66,-119.06,NV
89409,GABBS,38.8,-117.68,NV
89410,GARDNERVILLE,38.75,-119.61,NV
89460,GARDNERVILLE,38.91,-119.79,NV
89411,GENOA,39,-119.84,NV
89412,GERLACH,40.86,-119.32,NV
89413,GLENBROOK,39.05,-119.92,NV
89414,GOLCONDA,40.93,-117.33,NV
89013,GOLDFIELD,37.53,-117.51,NV
89415,HAWTHORNE,38.65,-118.83,NV
89002,HENDERSON,36,-114.96,NV
89009,HENDERSON,36.05,-114.96,NV
89011,HENDERSON,36.09,-114.9,NV
89012,HENDERSON,36,-115.04,NV
89014,HENDERSON,36.05,-115.05,NV
89015,HENDERSON,36.01,-114.95,NV
89016,HENDERSON,36.09,-114.94,NV
89044,HENDERSON,35.88,-115.04,NV
89052,HENDERSON,35.98,-115.11,NV
89053,HENDERSON,35.98,-115.06,NV
89074,HENDERSON,36.03,-115.07,NV
89077,HENDERSON,36,-115.11,NV
89418,IMLAY,40.59,-118.06,NV
89018,INDIAN SPRINGS,36.51,-115.64,NV
89070,INDIAN SPRINGS,36.57,-115.66,NV
89825,JACKPOT,41.85,-114.75,NV
89826,JARBIDGE,41.83,-115.54,NV
89019,JEAN,35.75,-115.53,NV
89026,JEAN,35.77,-115.32,NV
88901,THE LAKES,36.14,-115.28,NV
88905,THE LAKES,36.14,-115.28,NV
89054,SLOAN,35.93,-115.22,NV
89101,LAS VEGAS,36.17,-115.12,NV
89102,LAS VEGAS,36.14,-115.18,NV
89103,LAS VEGAS,36.11,-115.21,NV
89104,LAS VEGAS,36.15,-115.11,NV
89105,LAS VEGAS,35.99,-115.09,NV
89106,LAS VEGAS,36.18,-115.17,NV
89107,LAS VEGAS,36.17,-115.2,NV
89108,LAS VEGAS,36.21,-115.21,NV
89109,LAS VEGAS,36.11,-115.12,NV
89110,LAS VEGAS,36.17,-115.05,NV
89111,LAS VEGAS,36.08,-115.14,NV
89112,LAS VEGAS,36.11,-115.01,NV
89113,LAS VEGAS,36.06,-115.27,NV
89114,LAS VEGAS,36.15,-115.15,NV
89115,LAS VEGAS,36.23,-115.05,NV
89116,LAS VEGAS,36.15,-115.11,NV
89117,LAS VEGAS,36.14,-115.27,NV
89118,LAS VEGAS,36.07,-115.21,NV
89119,LAS VEGAS,36.08,-115.14,NV
89120,LAS VEGAS,36.07,-115.08,NV
89121,LAS VEGAS,36.12,-115.08,NV
89122,LAS VEGAS,36.1,-115.02,NV
89123,LAS VEGAS,36,-115.14,NV
89124,LAS VEGAS,36.16,-115.43,NV
89125,LAS VEGAS,36.17,-115.12,NV
89126,LAS VEGAS,36.14,-115.2,NV
89127,LAS VEGAS,36.18,-115.16,NV
89128,LAS VEGAS,36.19,-115.26,NV
89129,LAS VEGAS,36.23,-115.29,NV
89130,LAS VEGAS,36.24,-115.23,NV
89131,LAS VEGAS,36.3,-115.24,NV
89132,LAS VEGAS,36.08,-115.14,NV
89133,LAS VEGAS,36.2,-115.25,NV
89134,LAS VEGAS,36.19,-115.31,NV
89135,LAS VEGAS,36.09,-115.38,NV
89136,LAS VEGAS,36.27,-115.22,NV
89137,LAS VEGAS,36.18,-115.31,NV
89138,LAS VEGAS,36.18,-115.38,NV
89139,LAS VEGAS,36.03,-115.21,NV
89140,LAS VEGAS,35.99,-115.09,NV
89141,LAS VEGAS,35.97,-115.21,NV
89142,LAS VEGAS,36.14,-115.03,NV
89143,LAS VEGAS,36.31,-115.29,NV
89144,LAS VEGAS,36.17,-115.31,NV
89145,LAS VEGAS,36.16,-115.28,NV
89146,LAS VEGAS,36.14,-115.22,NV
89147,LAS VEGAS,36.11,-115.27,NV
89148,LAS VEGAS,36.06,-115.31,NV
89149,LAS VEGAS,36.28,-115.28,NV
89150,LAS VEGAS,36.12,-115.21,NV
89151,LAS VEGAS,36.14,-115.22,NV
89152,LAS VEGAS,36.17,-115.2,NV
89153,LAS VEGAS,36.15,-115.2,NV
89154,LAS VEGAS,36.08,-115.14,NV
89155,LAS VEGAS,36.17,-115.12,NV
89156,LAS VEGAS,36.22,-115.03,NV
89157,LAS VEGAS,36.18,-115.14,NV
89158,LAS VEGAS,36.2,-115.22,NV
89159,LAS VEGAS,36.07,-115.14,NV
89160,LAS VEGAS,36.12,-115.09,NV
89161,LAS VEGAS,35.99,-115.4,NV
89162,LAS VEGAS,36.18,-115.14,NV
89163,THE LAKES,36.17,-115.13,NV
89164,LAS VEGAS,36.12,-115.28,NV
89165,LAS VEGAS,35.99,-115.09,NV
89166,LAS VEGAS,36.32,-115.35,NV
89169,LAS VEGAS,36.12,-115.13,NV
89170,LAS VEGAS,36.08,-115.14,NV
89173,LAS VEGAS,36.11,-115.22,NV
89177,LAS VEGAS,36.08,-115.14,NV
89178,LAS VEGAS,35.9,-115.33,NV
89179,LAS VEGAS,35.99,-115.25,NV
89180,LAS VEGAS,36.15,-115.11,NV
89183,LAS VEGAS,35.99,-115.15,NV
89185,LAS VEGAS,36.15,-115.11,NV
89191,NELLIS AFB,36.24,-114.96,NV
89193,LAS VEGAS,36.08,-115.14,NV
89195,LAS VEGAS,36.2,-115.22,NV
89199,LAS VEGAS,36.15,-115.1,NV
89028,LAUGHLIN,35.15,-114.62,NV
89029,LAUGHLIN,35.1,-114.71,NV
89021,LOGANDALE,36.64,-114.46,NV
89419,LOVELOCK,40.32,-118.2,NV
89317,LUND,38.98,-114.94,NV
89420,LUNING,38.47,-118.3,NV
89421,MC DERMITT,41.87,-117.97,NV
89318,MC GILL,39.49,-114.75,NV
89022,MANHATTAN,38.53,-117.04,NV
89023,MERCURY,36.66,-115.99,NV
89024,MESQUITE,36.77,-113.99,NV
89027,MESQUITE,36.78,-114.14,NV
89034,MESQUITE,36.81,-114.07,NV
89422,MINA,38.19,-118.18,NV
89423,MINDEN,39.01,-119.75,NV
89025,MOAPA,36.63,-114.62,NV
89037,COYOTE SPRINGS,36.54,-114.44,NV
89067,COYOTE SPRINGS,36.54,-114.44,NV
89830,MONTELLO,41.22,-114.23,NV
89831,MOUNTAIN CITY,41.77,-116.08,NV
89424,NIXON,39.86,-119.44,NV
89030,NORTH LAS VEGAS,36.21,-115.12,NV
89031,NORTH LAS VEGAS,36.27,-115.13,NV
89032,NORTH LAS VEGAS,36.22,-115.16,NV
89033,NORTH LAS VEGAS,36.3,-115.14,NV
89036,NORTH LAS VEGAS,36.37,-114.88,NV
89081,NORTH LAS VEGAS,36.25,-115.08,NV
89084,NORTH LAS VEGAS,36.3,-115.15,NV
89085,NORTH LAS VEGAS,36.31,-115.2,NV
89086,NORTH LAS VEGAS,36.28,-115.13,NV
89087,NORTH LAS VEGAS,36.2,-115.12,NV
89425,OROVADA,41.63,-118,NV
89040,OVERTON,36.39,-114.37,NV
89832,OWYHEE,41.91,-116.18,NV
89041,PAHRUMP,36.25,-116.01,NV
89048,PAHRUMP,36.36,-116.15,NV
89060,PAHRUMP,36.29,-116.09,NV
89061,PAHRUMP,36.08,-115.92,NV
89042,PANACA,37.68,-114.29,NV
89426,PARADISE VALLEY,41.38,-117.36,NV
89043,PIOCHE,38.1,-114.38,NV
89501,RENO,39.52,-119.81,NV
89502,RENO,39.48,-119.74,NV
89503,RENO,39.54,-119.84,NV
89504,RENO,39.52,-119.81,NV
89505,RENO,39.52,-119.81,NV
89506,RENO,39.76,-119.86,NV
89507,RENO,39.52,-119.81,NV
89508,RENO,39.52,-119.81,NV
89509,RENO,39.49,-119.84,NV
89510,RENO,39.91,-119.68,NV
89511,RENO,39.38,-119.87,NV
89512,RENO,39.55,-119.8,NV
89513,RENO,39.52,-119.81,NV
89515,RENO,39.52,-119.81,NV
89519,RENO,39.52,-119.81,NV
89520,RENO,39.52,-119.81,NV
89521,RENO,39.38,-119.67,NV
89523,RENO,39.49,-119.9,NV
89533,RENO,39.52,-119.81,NV
89555,RENO,39.52,-119.81,NV
89557,RENO,39.52,-119.81,NV
89570,RENO,39.52,-119.81,NV
89595,RENO,39.52,-119.81,NV
89599,RENO,39.52,-119.81,NV
89045,ROUND MOUNTAIN,38.79,-117.11,NV
89319,RUTH,39.27,-114.99,NV
89427,SCHURZ,38.92,-118.71,NV
89039,CAL NEV ARI,35.24,-114.87,NV
89046,SEARCHLIGHT,35.49,-114.89,NV
89428,SILVER CITY,39.25,-119.63,NV
89047,SILVERPEAK,37.76,-117.65,NV
89429,SILVER SPRINGS,39.37,-119.26,NV
89430,SMITH,38.8,-119.32,NV
89431,SPARKS,39.53,-119.73,NV
89432,SPARKS,39.54,-119.74,NV
89433,SUN VALLEY,39.59,-119.77,NV
89434,SPARKS,39.53,-119.41,NV
89435,SPARKS,39.54,-119.73,NV
89436,SPARKS,39.64,-119.69,NV
89441,SPARKS,39.68,-119.68,NV
89049,TONOPAH,38.35,-116.61,NV
89834,TUSCARORA,41.45,-116.27,NV
89438,VALMY,40.75,-117.1,NV
89439,VERDI,39.51,-119.99,NV
89440,VIRGINIA CITY,39.3,-119.63,NV
89442,WADSWORTH,39.69,-119.39,NV
89444,WELLINGTON,38.7,-119.32,NV
89833,RUBY VALLEY,40.49,-115.32,NV
89835,WELLS,41.35,-114.8,NV
89883,WEST WENDOVER,40.87,-114.15,NV
89445,WINNEMUCCA,41.12,-118.05,NV
89446,WINNEMUCCA,40.96,-117.72,NV
89447,YERINGTON,38.87,-119.14,NV
89448,ZEPHYR COVE,38.99,-119.92,NV
89449,STATELINE,38.96,-119.9,NV
97810,ADAMS,45.71,-118.48,OR
97620,ADEL,42.1,-119.85,OR
97901,ADRIAN,43.59,-117.1,OR
97406,AGNESS,42.59,-124.01,OR
97321,ALBANY,44.62,-123.13,OR
97322,ALBANY,44.63,-123,OR
97407,ALLEGANY,43.42,-124.03,OR
97324,ALSEA,44.35,-123.65,OR
97409,ALVADORE,44.12,-123.26,OR
97101,AMITY,45.1,-123.23,OR
97001,ANTELOPE,44.95,-120.65,OR
97812,ARLINGTON,45.55,-120.32,OR
97861,MIKKALO,45.71,-120.2,OR
97902,AROCK,42.91,-117.48,OR
97520,ASHLAND,42.15,-122.53,OR
97711,ASHWOOD,44.7,-120.72,OR
97103,ASTORIA,46.12,-123.67,OR
97813,ATHENA,45.83,-118.51,OR
97325,AUMSVILLE,44.82,-122.85,OR
97002,AURORA,45.23,-122.8,OR
97410,AZALEA,42.78,-123.12,OR
97814,BAKER CITY,44.81,-117.74,OR
97411,BANDON,43.05,-124.36,OR
97106,BANKS,45.66,-123.15,OR
97109,BUXTON,45.73,-123.19,OR
97125,MANNING,45.65,-123.23,OR
97621,BEATTY,42.49,-121.27,OR
97004,BEAVERCREEK,45.25,-122.46,OR
97005,BEAVERTON,45.49,-122.8,OR
97006,BEAVERTON,45.52,-122.85,OR
97007,BEAVERTON,45.44,-122.88,OR
97008,BEAVERTON,45.45,-122.79,OR
97075,BEAVERTON,45.49,-122.8,OR
97076,BEAVERTON,45.49,-122.8,OR
97077,BEAVERTON,45.49,-122.8,OR
97701,BEND,44.07,-121.25,OR
97702,BEND,43.98,-121.27,OR
97707,BEND,43.83,-121.49,OR
97708,BEND,44.07,-121.3,OR
97709,BEND,44.06,-121.31,OR
97326,BLODGETT,44.62,-123.6,OR
97413,BLUE RIVER,44.05,-122.05,OR
97622,BLY,42.37,-121,OR
97818,BOARDMAN,45.77,-119.52,OR
97623,BONANZA,42.21,-121.3,OR
97009,BORING,45.42,-122.37,OR
97089,DAMASCUS,45.42,-122.45,OR
97010,BRIDAL VEIL,45.55,-122.27,OR
97011,BRIGHTWOOD,45.36,-121.99,OR
97414,BROADBENT,42.96,-124.17,OR
97415,BROOKINGS,42.13,-124.24,OR
97712,BROTHERS,43.74,-120.38,OR
97327,BROWNSVILLE,44.38,-122.94,OR
97710,FIELDS,42.17,-118.36,OR
97720,BURNS,43.59,-118.89,OR
97721,PRINCETON,42.86,-118.42,OR
97722,DIAMOND,42.91,-118.65,OR
97736,FRENCHGLEN,42.72,-119.12,OR
97522,BUTTE FALLS,42.53,-122.53,OR
97730,CAMP SHERMAN,44.47,-121.64,OR
97013,CANBY,45.21,-122.66,OR
97102,ARCH CAPE,45.84,-123.86,OR
97110,CANNON BEACH,45.92,-123.97,OR
97145,TOLOVANA PARK,45.86,-123.96,OR
97820,CANYON CITY,44.22,-119.13,OR
97417,CANYONVILLE,42.94,-123.22,OR
97111,CARLTON,45.29,-123.22,OR
97014,CASCADE LOCKS,45.61,-121.84,OR
97329,CASCADIA,44.44,-122.36,OR
97523,CAVE JUNCTION,42.11,-123.6,OR
97531,KERBY,42.2,-123.65,OR
97731,CHEMULT,43.23,-121.91,OR
97419,CHESHIRE,44.18,-123.37,OR
97624,CHILOQUIN,42.72,-121.79,OR
97639,SPRAGUE RIVER,42.43,-121.41,OR
97015,CLACKAMAS,45.41,-122.49,OR
97086,HAPPY VALLEY,45.44,-122.52,OR
97016,CLATSKANIE,46.06,-123.27,OR
97108,BEAVER,45.27,-123.71,OR
97112,CLOVERDALE,45.22,-123.92,OR
97149,NESKOWIN,45.1,-123.93,OR
97017,COLTON,45.17,-122.4,OR
97018,COLUMBIA CITY,45.89,-122.81,OR
97823,CONDON,45.28,-120.15,OR
97420,COOS BAY,43.37,-124.14,OR
97423,COQUILLE,43.2,-124.12,OR
97019,CORBETT,45.51,-122.21,OR
97113,CORNELIUS,45.52,-123.04,OR
97330,CORVALLIS,44.63,-123.27,OR
97331,CORVALLIS,44.56,-123.27,OR
97333,CORVALLIS,44.46,-123.34,OR
97339,CORVALLIS,44.56,-123.26,OR
97424,COTTAGE GROVE,43.71,-123.03,OR
97824,COVE,45.35,-117.84,OR
97335,CRABTREE,44.63,-122.89,OR
97732,CRANE,43.4,-118.4,OR
97336,CRAWFORDSVILLE,44.35,-122.85,OR
97733,CRESCENT,43.42,-121.68,OR
97426,CRESWELL,43.9,-123.02,OR
97734,CULVER,44.47,-121.18,OR
97338,DALLAS,44.92,-123.34,OR
97429,DAYS CREEK,42.97,-123.06,OR
97114,DAYTON,45.19,-123.07,OR
97825,DAYVILLE,44.46,-119.5,OR
97430,DEADWOOD,44.16,-123.7,OR
97341,DEPOE BAY,44.81,-124.05,OR
97342,DETROIT,44.73,-122.1,OR
97431,DEXTER,43.88,-122.81,OR
97432,DILLARD,43.16,-123.45,OR
97020,DONALD,45.22,-122.83,OR
97434,DORENA,43.7,-122.89,OR
97435,DRAIN,43.71,-123.32,OR
97904,DREWSEY,43.81,-118.49,OR
97021,DUFUR,45.4,-121.16,OR
97115,DUNDEE,45.26,-123.02,OR
97905,DURKEE,44.6,-117.37,OR
97022,EAGLE CREEK,45.34,-122.29,OR
97524,EAGLE POINT,42.46,-122.66,OR
97826,ECHO,45.66,-119.23,OR
97343,EDDYVILLE,44.57,-123.75,OR
97827,ELGIN,45.61,-117.89,OR
97436,ELKTON,43.64,-123.61,OR
97437,ELMIRA,44.09,-123.39,OR
97828,ENTERPRISE,45.67,-117.03,OR
97023,ESTACADA,45.2,-122.06,OR
97401,EUGENE,44.06,-123.08,OR
97402,EUGENE,44.04,-123.22,OR
97403,EUGENE,44.03,-123.05,OR
97404,EUGENE,44.1,-123.13,OR
97405,EUGENE,43.92,-123.08,OR
97408,EUGENE,44.13,-123.07,OR
97412,BLACHLY,44.17,-123.57,OR
97440,EUGENE,44.05,-123.11,OR
97455,PLEASANT HILL,43.96,-122.92,OR
97024,FAIRVIEW,45.54,-122.44,OR
97344,FALLS CITY,44.87,-123.52,OR
97439,FLORENCE,44.12,-124,OR
97116,FOREST GROVE,45.55,-123.15,OR
97117,GALES CREEK,45.61,-123.27,OR
97626,FORT KLAMATH,42.64,-122.06,OR
97735,FORT ROCK,43.32,-121.03,OR
97830,FOSSIL,44.9,-120.12,OR
97345,FOSTER,44.39,-122.56,OR
97441,GARDINER,43.76,-124.14,OR
97118,GARIBALDI,45.56,-123.9,OR
97119,GASTON,45.47,-123.2,OR
97026,GERVAIS,45.11,-122.94,OR
97737,GILCHRIST,43.51,-121.64,OR
97027,GLADSTONE,45.38,-122.59,OR
97442,GLENDALE,42.79,-123.4,OR
97443,GLIDE,43.24,-123,OR
97444,GOLD BEACH,42.45,-124.3,OR
97525,GOLD HILL,42.48,-123.06,OR
97028,GOVERNMENT CAMP,45.27,-121.71,OR
97347,GRAND RONDE,45.06,-123.65,OR
97526,GRANTS PASS,42.53,-123.34,OR
97527,GRANTS PASS,42.37,-123.39,OR
97528,GRANTS PASS,42.43,-123.32,OR
97543,WILDERVILLE,42.4,-123.57,OR
97029,GRASS VALLEY,45.28,-120.73,OR
97030,GRESHAM,45.5,-122.43,OR
97080,GRESHAM,45.47,-122.37,OR
97833,HAINES,44.94,-117.97,OR
97834,HALFWAY,44.94,-117.1,OR
97348,HALSEY,44.38,-123.11,OR
97121,HAMMOND,46.17,-123.97,OR
97906,HARPER,43.86,-117.64,OR
97446,HARRISBURG,44.27,-123.05,OR
97122,HEBO,45.17,-123.83,OR
97835,HELIX,45.9,-118.77,OR
97836,HEPPNER,45.31,-119.58,OR
97839,LEXINGTON,45.57,-119.6,OR
97837,HEREFORD,44.52,-118.02,OR
97838,HERMISTON,45.85,-119.21,OR
97123,HILLSBORO,45.44,-122.96,OR
97124,HILLSBORO,45.58,-122.91,OR
97738,HINES,43.44,-119.23,OR
97031,HOOD RIVER,45.61,-121.58,OR
97032,HUBBARD,45.18,-122.79,OR
97907,HUNTINGTON,44.45,-117.38,OR
97350,IDANHA,44.64,-122.01,OR
97447,IDLEYLD PARK,43.26,-122.6,OR
97841,IMBLER,45.47,-117.96,OR
97876,SUMMERVILLE,45.52,-118.02,OR
97842,IMNAHA,45.46,-116.75,OR
97351,INDEPENDENCE,44.83,-123.2,OR
97843,IONE,45.49,-119.83,OR
97844,IRRIGON,45.86,-119.54,OR
97530,JACKSONVILLE,42.18,-123.04,OR
97909,JAMIESON,44.24,-117.43,OR
97352,JEFFERSON,44.75,-123.04,OR
97819,BRIDGEPORT,44.5,-117.65,OR
97845,JOHN DAY,44.42,-118.94,OR
97910,JORDAN VALLEY,42.96,-117.36,OR
97846,JOSEPH,45.3,-117.09,OR
97448,JUNCTION CITY,44.21,-123.28,OR
97911,JUNTURA,43.72,-118.02,OR
97917,RIVERSIDE,43.5,-118.09,OR
97627,KENO,42.09,-121.99,OR
97033,KENT,45.08,-120.66,OR
97848,KIMBERLY,44.69,-119.54,OR
97601,KLAMATH FALLS,42.31,-122.07,OR
97602,KLAMATH FALLS,42.19,-121.65,OR
97603,KLAMATH FALLS,42.16,-121.68,OR
97604,CRATER LAKE,42.92,-122.12,OR
97625,DAIRY,42.34,-121.59,OR
97127,LAFAYETTE,45.24,-123.11,OR
97850,LA GRANDE,45.32,-118.2,OR
97034,LAKE OSWEGO,45.4,-122.68,OR
97035,LAKE OSWEGO,45.41,-122.72,OR
97449,LAKESIDE,43.58,-124.08,OR
97630,LAKEVIEW,42.38,-120.2,OR
97637,PLUSH,42.54,-119.8,OR
97450,LANGLOIS,42.91,-124.35,OR
97739,LA PINE,43.69,-121.14,OR
97355,LEBANON,44.52,-122.81,OR
97367,LINCOLN CITY,44.94,-123.94,OR
97388,GLENEDEN BEACH,44.88,-124.03,OR
97856,LONG CREEK,44.8,-119.13,OR
97451,LORANE,43.82,-123.21,OR
97857,LOSTINE,45.37,-117.52,OR
97438,FALL CREEK,43.94,-122.68,OR
97452,LOWELL,43.85,-122.69,OR
97358,LYONS,44.82,-122.37,OR
97384,MEHAMA,44.79,-122.6,OR
97128,MCMINNVILLE,45.19,-123.24,OR
97741,MADRAS,44.6,-121.05,OR
97632,MALIN,42.04,-121.42,OR
97130,MANZANITA,45.77,-123.96,OR
97453,MAPLETON,44,-123.84,OR
97454,MARCOLA,44.21,-122.8,OR
97036,MARYLHURST,45.39,-122.64,OR
97037,MAUPIN,45.04,-121.15,OR
97501,MEDFORD,42.28,-122.9,OR
97502,CENTRAL POINT,42.39,-122.93,OR
97503,WHITE CITY,42.56,-122.92,OR
97504,MEDFORD,42.33,-122.79,OR
97532,MERLIN,42.56,-123.56,OR
97633,MERRILL,42.04,-121.55,OR
97634,MIDLAND,42.13,-121.81,OR
97346,GATES,44.74,-122.39,OR
97360,MILL CITY,44.74,-122.48,OR
97862,MILTON FREEWATER,45.9,-118.34,OR
97750,MITCHELL,44.66,-119.78,OR
97038,MOLALLA,45.07,-122.55,OR
97361,MONMOUTH,44.78,-123.33,OR
97456,MONROE,44.34,-123.33,OR
97864,MONUMENT,44.81,-119.43,OR
97039,MORO,45.41,-120.79,OR
97040,MOSIER,45.6,-121.37,OR
97362,MOUNT ANGEL,45.06,-122.76,OR
97041,MOUNT HOOD PARKDALE,45.43,-121.63,OR
97865,MOUNT VERNON,44.44,-119.16,OR
97042,MULINO,45.2,-122.54,OR
